Modality,Annotation Size,Sensitivity
lpd_unet_0_1,201.0,7.317667869308879e-09
lpd_unet_0_1,207.5,4.191788716731938e-09
lpd_unet_0_1,175.0,2.2633193401533853e-09
lpd_unet_0_1,192.0,0.1344971696410141
lpd_unet_0_1,160.5,8.516122244572566e-10
lpd_unet_0_1,279.0,3.597724184037019e-06
lpd_unet_0_1,291.0,4.260009997251729e-06
lpd_unet_0_1,263.0,2.840767518034042e-06
lpd_unet_0_1,299.0,1.316015230800255e-06
lpd_unet_0_1,285.0,0.2527518477991437
lpd_unet_0_1,267.0,1.501273047035515e-06
lpd_unet_0_1,230.0,3.272556825421136e-06
lpd_unet_0_1,216.0,0.24598235809026864
lpd_unet_0_1,189.0,2.322285241183494e-05
lpd_unet_0_1,187.0,0.0002346281578572
lpd_unet_0_1,159.0,0.17961548215090395
lpd_unet_0_1,148.0,0.002882448458337
lpd_unet_0_1,166.0,0.0022848677209198
lpd_unet_0_1,106.0,0.0002594347248691
lpd_unet_0_1,19.3333333333,2.3587427367412974e-06
lpd_unet_0_1,24.75,0.000558293397988443
lpd_unet_0_1,31.5,3.319678957238154e-05
lpd_unet_0_1,23.75,0.0005160729195583
lpd_unet_0_1,69.75,0.0001275392108153
lpd_unet_0_1,78.25,0.0005062263411816
lpd_unet_0_1,83.75,0.0011875583137406
lpd_unet_0_1,94.25,0.0024131690209397
lpd_unet_0_1,71.0,0.0004229988439166
lpd_unet_0_1,35.5,5.823729580867699e-07
lpd_unet_0_1,36.25,0.0045240354367878525
lpd_unet_0_1,80.75,0.0001390748854954
lpd_unet_0_1,57.5,1.39849807267838e-05
lpd_unet_0_1,93.6666666667,0.008084821435822
lpd_unet_0_1,133.666666667,0.3997384187214953
lpd_unet_0_1,146.333333333,0.341345478305036
lpd_unet_0_1,49.0,0.0191334027059529
lpd_unet_0_1,65.0,0.0006758001877789
lpd_unet_0_1,45.0,0.009531795445257332
lpd_unet_0_1,53.75,0.0211990934272193
lpd_unet_0_1,12.5,0.00021951702085922975
lpd_unet_0_1,90.0,0.0807054659222728
lpd_unet_0_1,227.0,0.4529644313935434
lpd_unet_0_1,272.0,0.4533323961139706
lpd_unet_0_1,265.0,0.496509422445283
lpd_unet_0_1,162.0,0.5332176773635802
lpd_unet_0_1,67.0,0.003004206365094
lpd_unet_0_1,45.3333333333,0.0010517668391537
lpd_unet_0_1,11.25,0.0
lpd_unet_0_1,47.5,5.593900873749822e-06
lpd_unet_0_1,48.5,0.0
lpd_unet_0_1,30.5,0.0
lpd_unet_0_1,212.0,0.3895184955905431
lpd_unet_0_1,169.0,0.41824902041045003
lpd_unet_0_1,79.5,0.9646682189269964
lpd_unet_0_1,34.25,3.716759784313324e-06
lpd_unet_0_1,26.3333333333,0.00012955477257242928
lpd_unet_0_1,20.5,0.0008336870125509
lpd_unet_0_1,17.5,0.000428795298118484
lpd_unet_0_1,8.5,0.0007147874156567
lpd_unet_0_1,26.6666666667,0.0037052151490489
lpd_unet_0_1,49.6666666667,0.0070501920875858685
lpd_unet_0_1,45.6666666667,0.013119984401356
lpd_unet_0_1,27.3333333333,0.005918857243679
lpd_unet_0_1,52.6666666667,0.00012338555001236866
lpd_unet_0_1,39.6666666667,1.533253320518148e-06
lpd_unet_0_1,14.3333333333,7.304156100018936e-06
lpd_unet_0_1,179.666666667,0.5571184458207548
lpd_unet_0_1,268.333333333,0.8186801365582281
lpd_unet_0_1,55.0,0.00075168589825315
lpd_unet_0_1,6.5,0.0001832469517046445
lpd_unet_0_1,39.5,1.0356370273344253e-05
lpd_unet_0_1,38.25,0.000448041917642
lpd_unet_0_1,61.25,0.0012155422684731
lpd_unet_0_1,85.75,0.0030221567683694
lpd_unet_0_1,98.75,0.0134851836559154
lpd_unet_0_1,97.25,0.0072694527107499
lpd_unet_0_1,66.75,0.0015999126292002
lpd_unet_0_1,41.3333333333,0.0007483659988109
lpd_unet_0_1,84.0,0.0002514677409179
lpd_unet_0_1,108.666666667,0.0005083640502436
lpd_unet_0_1,149.0,0.0007332219669867
lpd_unet_0_1,163.666666667,0.0014563634338872
lpd_unet_0_1,159.666666667,0.0017891669655612
lpd_unet_0_1,190.333333333,0.0012081130294004
lpd_unet_0_1,260.333333333,0.0012007081364093
lpd_unet_0_1,304.0,0.0009087193875786
lpd_unet_0_1,272.666666667,0.0014955294181561
lpd_unet_0_1,233.0,0.0034109983191847
lpd_unet_0_1,243.0,0.0043078133526432
lpd_unet_0_1,253.0,0.001988493999215
lpd_unet_0_1,238.0,0.002384540089644
lpd_unet_0_1,227.333333333,0.0014045706695192
lpd_unet_0_1,250.0,0.0010296654676691
lpd_unet_0_1,136.0,0.0009411863028284
lpd_unet_0_1,58.0,0.0012539279941351335
lpd_unet_0_1,94.6666666667,0.0022097074364681
lpd_unet_0_1,118.333333333,0.0089652470577421
lpd_unet_0_1,121.333333333,0.0298493360537713
lpd_unet_0_1,321.666666667,0.0343045952807366
lpd_unet_0_1,367.666666667,0.0684906047547727
lpd_unet_0_1,413.333333333,0.0922019209481633
lpd_unet_0_1,362.333333333,0.2234680662285518
lpd_unet_0_1,346.0,0.3254479302312312
lpd_unet_0_1,339.666666667,0.3571578766199143
lpd_unet_0_1,341.0,0.4034200854322233
lpd_unet_0_1,240.0,0.545423733987288
lpd_unet_0_1,228.666666667,0.4983892592182539
lpd_unet_0_1,200.0,0.4384590895000234
lpd_unet_0_1,217.333333333,0.3376049615634123
lpd_unet_0_1,196.666666667,0.3571520887753268
lpd_unet_0_1,173.5,0.001423060339372
lpd_unet_0_1,142.0,0.0006804037640003
lpd_unet_0_1,168.0,0.0003330241784349
lpd_unet_0_1,193.0,0.0003458254112771
lpd_unet_0_1,146.0,0.0003145277823463
lpd_unet_0_1,158.0,0.0002754774270869
lpd_unet_0_1,81.0,0.0021082900463517996
lpd_unet_0_1,48.75,8.534207312259979e-07
lpd_unet_0_1,75.25,6.160477813294657e-06
lpd_unet_0_1,62.75,1.9258912248696333e-05
lpd_unet_0_1,56.25,4.456661137950821e-07
lpd_unet_0_1,37.75,4.2017323705022093e-07
lpd_unet_0_1,96.0,0.0011662159812284056
lpd_unet_0_1,156.0,0.22313523757225606
lpd_unet_0_1,145.0,0.0002000064254733
lpd_unet_0_1,171.0,0.0012616170624934054
lpd_unet_0_1,87.5,2.005116572128109e-05
lpd_unet_0_1,38.6666666667,0.0002729883455088411
lpd_unet_0_1,163.0,0.1404930067935202
lpd_unet_0_1,131.5,4.406928479809072e-15
lpd_unet_0_1,108.5,0.000714830463066
lpd_unet_0_1,57.6666666667,9.708539517339744e-06
lpd_unet_0_1,46.0,4.2592406267389584e-05
lpd_unet_0_1,64.5,0.0010016501805634
lpd_unet_0_1,60.75,3.903137724221276e-05
lpd_unet_0_1,35.3333333333,7.232910088657399e-05
lpd_unet_0_1,24.6666666667,4.0741334584692657e-07
lpd_unet_0_1,42.6666666667,3.4678848894589865e-05
lpd_unet_0_1,27.75,0.000294645794222
lpd_unet_0_1,167.0,0.1292953647883453
lpd_unet_0_1,241.0,0.7615281219825847
lpd_unet_0_1,223.75,0.6771251446942085
lpd_unet_0_1,179.333333333,0.3842450290110911
lpd_unet_0_1,45.75,1.0546812897812176e-10
lpd_unet_0_1,35.6666666667,4.817412436716585e-05
lpd_unet_0_1,166.25,0.6079963884163985
lpd_unet_0_1,250.25,0.7235913028090548
lpd_unet_0_1,303.75,0.5638117941158863
lpd_unet_0_1,366.5,0.5404748207649122
lpd_unet_0_1,436.75,0.4042905835115754
lpd_unet_0_1,486.25,0.2553657602176865
lpd_unet_0_1,550.25,0.1610336689111413
lpd_unet_0_1,547.75,0.1652613836824329
lpd_unet_0_1,557.75,0.1981015372651419
lpd_unet_0_1,555.25,0.1774641295108742
lpd_unet_0_1,541.0,0.2702457952787959
lpd_unet_0_1,520.0,0.2430071369565659
lpd_unet_0_1,482.75,0.1092788592194709
lpd_unet_0_1,444.0,0.0330366363703971
lpd_unet_0_1,322.5,0.0057252437331414
lpd_unet_0_1,267.75,0.0613877956273429
lpd_unet_0_1,231.5,0.030944316803173
lpd_unet_0_1,92.5,3.380118362141231e-07
lpd_unet_0_1,246.5,8.500150674899736e-07
lpd_unet_0_1,308.0,9.282823960897828e-07
lpd_unet_0_1,381.0,1.876548789469875e-06
lpd_unet_0_1,540.75,3.778638072049365e-06
lpd_unet_0_1,605.75,2.808960383709287e-06
lpd_unet_0_1,678.5,1.813246118847013e-06
lpd_unet_0_1,700.25,7.350097683749506e-07
lpd_unet_0_1,759.25,5.906670047691318e-07
lpd_unet_0_1,777.5,2.4989667303695984e-07
lpd_unet_0_1,787.0,0.3155569206040782
lpd_unet_0_1,775.5,2.664911929086377e-07
lpd_unet_0_1,720.5,8.543332334465686e-07
lpd_unet_0_1,674.75,9.341561427055423e-06
lpd_unet_0_1,406.25,0.0015869513647187
lpd_unet_0_1,338.25,0.0037558004834622
lpd_unet_0_1,288.5,0.0029578008983723
lpd_unet_0_1,257.25,0.0020691463984862
lpd_unet_0_1,197.25,0.0002257215866689
lpd_unet_0_1,93.25,7.851658481069415e-06
